timestamp, index, power.draw [W], utilization.gpu [%], temperature.gpu, clocks.current.sm [MHz], memory.used [MiB]
2026/09/19 23:40:38.693, 1, 269.77, 55, 63, 2835, 72425
2026/09/19 23:40:39.694, 0, 287.89, 60, 64, 2805, 73467
2026/09/19 23:40:39.694, 1, 252.76, 99, 65, 2850, 72425
2026/09/19 23:40:40.694, 0, 373.90, 99, 62, 2722, 73467
2026/09/19 23:40:40.694, 1, 345.38, 82, 64, 2760, 72425
2026/09/19 23:40:41.694, 0, 353.35, 88, 64, 2797, 73467
2026/09/19 23:40:41.694, 1, 351.51, 92, 66, 2812, 72425
2026/09/19 23:40:42.694, 0, 361.22, 92, 64, 2745, 73467
2026/09/19 23:40:42.695, 1, 353.16, 99, 66, 2775, 72425
2026/09/19 23:40:43.695, 0, 370.80, 60, 63, 2737, 73467
2026/09/19 23:40:43.695, 1, 343.60, 91, 65, 2812, 72425
2026/09/19 23:40:44.695, 0, 357.76, 92, 64, 2730, 73467
2026/09/19 23:40:44.695, 1, 350.34, 95, 65, 2775, 72425
2026/09/19 23:40:45.695, 0, 349.10, 75, 62, 2797, 73467
2026/09/19 23:40:45.695, 1, 301.03, 56, 63, 2827, 72425
2026/09/19 23:40:46.695, 0, 287.80, 63, 62, 2805, 73467
2026/09/19 23:40:46.695, 1, 231.65, 57, 62, 2850, 72425
2026/09/19 23:40:47.695, 0, 344.65, 99, 64, 2797, 73467
2026/09/19 23:40:47.696, 1, 349.45, 92, 66, 2797, 72425
2026/09/19 23:40:48.696, 0, 357.69, 75, 63, 2722, 73467
2026/09/19 23:40:48.696, 1, 341.82, 67, 65, 2782, 72425
2026/09/19 23:40:49.696, 0, 344.64, 99, 65, 2797, 74491
2026/09/19 23:40:49.696, 1, 346.96, 99, 66, 2812, 72425
2026/09/19 23:40:50.696, 0, 388.02, 99, 64, 2730, 74491
2026/09/19 23:40:50.696, 1, 364.08, 75, 64, 2760, 72425
2026/09/19 23:40:51.697, 0, 336.49, 92, 64, 2782, 74491
2026/09/19 23:40:51.697, 1, 321.74, 99, 66, 2805, 72425
2026/09/19 23:40:52.697, 0, 370.09, 64, 62, 2737, 74491
2026/09/19 23:40:52.697, 1, 327.50, 60, 63, 2820, 72425
2026/09/19 23:40:53.697, 0, 289.02, 64, 62, 2805, 74491
2026/09/19 23:40:53.697, 1, 235.33, 66, 63, 2850, 72425
2026/09/19 23:40:54.697, 0, 330.11, 70, 63, 2737, 74491
2026/09/19 23:40:54.697, 1, 317.04, 86, 65, 2805, 72425
2026/09/19 23:40:55.697, 0, 367.53, 92, 64, 2745, 74491
2026/09/19 23:40:55.698, 1, 355.14, 79, 66, 2767, 73449
2026/09/19 23:40:56.698, 0, 354.52, 68, 63, 2752, 74491
2026/09/19 23:40:56.698, 1, 335.42, 99, 65, 2820, 73449
2026/09/19 23:40:57.698, 0, 378.18, 99, 65, 2730, 74491
2026/09/19 23:40:57.698, 1, 376.10, 92, 66, 2767, 73449
2026/09/19 23:40:58.698, 0, 344.51, 83, 64, 2782, 74491
2026/09/19 23:40:58.698, 1, 323.89, 99, 65, 2827, 73449
2026/09/19 23:40:59.699, 0, 382.61, 99, 63, 2715, 74491
2026/09/19 23:40:59.699, 1, 355.62, 58, 64, 2775, 73449
2026/09/19 23:41:00.699, 0, 290.92, 65, 62, 2805, 74491
2026/09/19 23:41:00.699, 1, 235.46, 59, 63, 2835, 73449
2026/09/19 23:41:01.699, 0, 328.12, 99, 62, 2715, 74491
2026/09/19 23:41:01.699, 1, 291.27, 80, 64, 2767, 73449
2026/09/19 23:41:02.699, 0, 349.53, 92, 64, 2797, 74491
2026/09/19 23:41:02.700, 1, 353.62, 92, 65, 2812, 73449
2026/09/19 23:41:03.700, 0, 363.14, 79, 63, 2715, 74491
2026/09/19 23:41:03.700, 1, 344.16, 68, 65, 2775, 73449
2026/09/19 23:41:04.700, 0, 369.33, 99, 64, 2722, 74491
2026/09/19 23:41:04.700, 1, 366.61, 92, 66, 2767, 73449
2026/09/19 23:41:05.700, 0, 355.19, 79, 63, 2737, 74491
2026/09/19 23:41:05.700, 1, 325.27, 73, 65, 2782, 73449
2026/09/19 23:41:06.700, 0, 374.51, 97, 65, 2722, 74491
2026/09/19 23:41:06.700, 1, 365.41, 99, 66, 2775, 73449
2026/09/19 23:41:07.701, 0, 308.28, 61, 62, 2805, 74491
2026/09/19 23:41:07.701, 1, 240.63, 67, 63, 2835, 73449
2026/09/19 23:41:08.701, 0, 303.87, 99, 63, 2797, 74491
2026/09/19 23:41:08.701, 1, 278.15, 99, 65, 2797, 73449
2026/09/19 23:41:09.701, 0, 360.56, 76, 63, 2722, 74491
2026/09/19 23:41:09.701, 1, 341.07, 69, 65, 2782, 73449
2026/09/19 23:41:10.701, 0, 355.18, 92, 64, 2767, 74491
2026/09/19 23:41:10.701, 1, 357.83, 99, 66, 2782, 73449
2026/09/19 23:41:11.702, 0, 363.21, 99, 64, 2730, 74491
2026/09/19 23:41:11.702, 1, 348.83, 92, 67, 2767, 73449
2026/09/19 23:41:12.702, 0, 366.90, 89, 64, 2797, 74491
2026/09/19 23:41:12.702, 1, 340.44, 79, 66, 2820, 73449
2026/09/19 23:41:13.702, 0, 360.84, 96, 64, 2722, 74491
2026/09/19 23:41:13.702, 1, 351.80, 99, 66, 2775, 73449
2026/09/19 23:41:14.702, 0, 329.74, 63, 62, 2805, 74491
2026/09/19 23:41:14.702, 1, 271.06, 70, 63, 2835, 73449
2026/09/19 23:41:15.702, 0, 287.03, 62, 62, 2797, 74491
2026/09/19 23:41:15.702, 1, 245.79, 92, 65, 2842, 73449
2026/09/19 23:41:16.703, 0, 365.48, 99, 64, 2737, 74491
2026/09/19 23:41:16.703, 1, 351.24, 79, 66, 2767, 73449
2026/09/19 23:41:17.703, 0, 351.11, 66, 64, 2767, 75515
2026/09/19 23:41:17.703, 1, 340.81, 99, 66, 2827, 73449
2026/09/19 23:41:18.703, 0, 360.49, 99, 64, 2782, 75515
2026/09/19 23:41:18.703, 1, 348.90, 92, 66, 2775, 73449
2026/09/19 23:41:19.703, 0, 375.46, 71, 63, 2722, 75515
2026/09/19 23:41:19.703, 1, 343.51, 58, 63, 2782, 73449
2026/09/19 23:41:20.704, 0, 349.67, 99, 64, 2745, 75515
2026/09/19 23:41:20.704, 1, 349.94, 99, 66, 2775, 73449
2026/09/19 23:41:21.704, 0, 354.26, 65, 62, 2790, 75515
2026/09/19 23:41:21.704, 1, 303.07, 74, 63, 2835, 73449
2026/09/19 23:41:22.704, 0, 290.05, 66, 62, 2797, 75515
2026/09/19 23:41:22.704, 1, 234.75, 79, 63, 2835, 73449
2026/09/19 23:41:23.704, 0, 342.33, 99, 64, 2797, 75515
2026/09/19 23:41:23.704, 1, 345.24, 92, 66, 2805, 74473
2026/09/19 23:41:24.705, 0, 361.98, 79, 63, 2715, 75515
2026/09/19 23:41:24.705, 1, 343.52, 65, 65, 2775, 74473
2026/09/19 23:41:25.705, 0, 351.75, 99, 64, 2790, 75515
2026/09/19 23:41:25.705, 1, 348.64, 99, 66, 2812, 74473
2026/09/19 23:41:26.705, 0, 385.95, 99, 64, 2730, 75515
2026/09/19 23:41:26.705, 1, 369.56, 77, 64, 2760, 74473
2026/09/19 23:41:27.705, 0, 331.99, 92, 65, 2797, 75515
2026/09/19 23:41:27.705, 1, 317.64, 99, 66, 2812, 74473
2026/09/19 23:41:28.706, 0, 371.45, 62, 63, 2730, 75515
2026/09/19 23:41:28.706, 1, 331.09, 78, 63, 2805, 74473
2026/09/19 23:41:29.706, 0, 284.61, 74, 63, 2805, 75515
2026/09/19 23:41:29.706, 1, 231.17, 78, 63, 2850, 74473
2026/09/19 23:41:30.706, 0, 322.35, 75, 63, 2722, 75515
2026/09/19 23:41:30.706, 1, 304.40, 67, 65, 2775, 74473
2026/09/19 23:41:31.706, 0, 362.97, 95, 65, 2775, 75515
2026/09/19 23:41:31.707, 1, 355.10, 99, 66, 2782, 74473
2026/09/19 23:41:32.707, 0, 357.94, 78, 64, 2730, 75515
2026/09/19 23:41:32.707, 1, 337.57, 83, 64, 2797, 74473
2026/09/19 23:41:33.707, 0, 377.75, 92, 65, 2715, 75515
2026/09/19 23:41:33.707, 1, 367.67, 99, 66, 2775, 74473
2026/09/19 23:41:34.707, 0, 351.06, 71, 64, 2745, 75515
2026/09/19 23:41:34.707, 1, 317.84, 99, 65, 2820, 74473
2026/09/19 23:41:35.707, 0, 381.42, 99, 64, 2730, 75515
2026/09/19 23:41:35.708, 1, 365.66, 93, 65, 2767, 74473
2026/09/19 23:41:36.708, 0, 304.83, 82, 63, 2805, 75515
2026/09/19 23:41:36.708, 1, 231.20, 73, 63, 2835, 74473
2026/09/19 23:41:37.708, 0, 316.59, 92, 65, 2745, 75515
2026/09/19 23:41:37.708, 1, 286.64, 79, 66, 2767, 74473
2026/09/19 23:41:38.708, 0, 349.47, 71, 65, 2752, 75515
2026/09/19 23:41:38.708, 1, 341.90, 99, 66, 2820, 74473
2026/09/19 23:41:39.708, 0, 369.36, 99, 65, 2730, 75515
2026/09/19 23:41:39.709, 1, 345.19, 71, 64, 2760, 74473
2026/09/19 23:41:40.709, 0, 362.18, 92, 65, 2722, 75515
2026/09/19 23:41:40.709, 1, 348.74, 99, 66, 2775, 74473
2026/09/19 23:41:41.709, 0, 364.35, 79, 63, 2767, 75515
2026/09/19 23:41:41.709, 1, 330.08, 68, 65, 2782, 74473
2026/09/19 23:41:42.709, 0, 362.68, 99, 65, 2730, 75515
2026/09/19 23:41:42.709, 1, 363.72, 91, 66, 2767, 74473
2026/09/19 23:41:43.710, 0, 312.82, 81, 63, 2797, 75515
2026/09/19 23:41:43.710, 1, 263.05, 64, 63, 2835, 74473
2026/09/19 23:41:44.710, 0, 292.31, 72, 64, 2805, 75515
2026/09/19 23:41:44.710, 1, 260.84, 99, 65, 2835, 74473
2026/09/19 23:41:45.710, 0, 367.24, 99, 63, 2715, 76539
2026/09/19 23:41:45.710, 1, 344.20, 79, 64, 2767, 74473
2026/09/19 23:41:46.710, 0, 350.04, 89, 65, 2797, 76539
2026/09/19 23:41:46.710, 1, 344.56, 92, 67, 2812, 75497
2026/09/19 23:41:47.711, 0, 359.67, 91, 65, 2737, 76539
2026/09/19 23:41:47.711, 1, 348.37, 99, 66, 2775, 75497
2026/09/19 23:41:48.711, 0, 369.79, 61, 63, 2737, 76539
2026/09/19 23:41:48.711, 1, 342.42, 89, 65, 2812, 75497
2026/09/19 23:41:49.711, 0, 354.80, 91, 65, 2730, 76539
2026/09/19 23:41:49.711, 1, 348.42, 99, 66, 2775, 75497
2026/09/19 23:41:50.711, 0, 349.75, 70, 62, 2790, 76539
2026/09/19 23:41:50.711, 1, 294.05, 55, 63, 2835, 75497
2026/09/19 23:41:51.712, 0, 287.22, 60, 62, 2805, 76539
2026/09/19 23:41:51.712, 1, 231.61, 68, 63, 2850, 75497
2026/09/19 23:41:52.712, 0, 344.49, 99, 64, 2797, 76539
2026/09/19 23:41:52.712, 1, 345.49, 92, 67, 2805, 75497
2026/09/19 23:41:53.712, 0, 365.69, 78, 63, 2715, 76539
2026/09/19 23:41:53.712, 1, 341.45, 65, 65, 2775, 75497
2026/09/19 23:41:54.712, 0, 345.14, 99, 64, 2805, 76539
2026/09/19 23:41:54.712, 1, 345.51, 92, 66, 2812, 75497
2026/09/19 23:41:55.713, 0, 388.57, 92, 65, 2722, 76539
2026/09/19 23:41:55.713, 1, 369.51, 77, 66, 2767, 75497
2026/09/19 23:41:56.713, 0, 338.93, 99, 65, 2797, 76539
2026/09/19 23:41:56.713, 1, 318.23, 99, 66, 2812, 75497
2026/09/19 23:41:57.713, 0, 373.62, 64, 63, 2730, 76539
2026/09/19 23:41:57.713, 1, 333.83, 79, 64, 2797, 75497
2026/09/19 23:41:58.713, 0, 283.71, 82, 63, 2805, 76539
2026/09/19 23:41:58.713, 1, 230.48, 69, 63, 2842, 75497
2026/09/19 23:41:59.714, 0, 325.18, 78, 63, 2715, 76539
2026/09/19 23:41:59.714, 1, 294.15, 68, 65, 2775, 75497
2026/09/19 23:42:00.714, 0, 351.07, 99, 65, 2790, 76539
2026/09/19 23:42:00.714, 1, 353.85, 99, 66, 2782, 75497
2026/09/19 23:42:01.714, 0, 357.26, 75, 63, 2730, 76539
2026/09/19 23:42:01.714, 1, 332.47, 62, 65, 2782, 75497
2026/09/19 23:42:02.714, 0, 372.80, 92, 64, 2715, 76539
2026/09/19 23:42:02.715, 1, 382.33, 92, 66, 2775, 75497
2026/09/19 23:42:03.715, 0, 394.82, 92, 65, 2715, 76539
2026/09/19 23:42:03.715, 1, 382.86, 92, 67, 2767, 75497
2026/09/19 23:42:04.715, 0, 396.51, 92, 65, 2715, 76539
2026/09/19 23:42:04.715, 1, 384.15, 92, 67, 2767, 75497
2026/09/19 23:42:05.715, 0, 395.60, 92, 65, 2722, 76539
2026/09/19 23:42:05.715, 1, 384.91, 92, 67, 2767, 75497
2026/09/19 23:42:06.715, 0, 395.92, 97, 65, 2722, 76539
2026/09/19 23:42:06.716, 1, 384.49, 92, 65, 2760, 75497
2026/09/19 23:42:07.716, 0, 395.79, 99, 65, 2730, 76539
2026/09/19 23:42:07.716, 1, 383.92, 92, 68, 2760, 75497
2026/09/19 23:42:08.716, 0, 397.47, 99, 66, 2730, 76539
2026/09/19 23:42:08.716, 1, 384.96, 92, 67, 2760, 75497
2026/09/19 23:42:09.716, 0, 395.57, 99, 65, 2730, 76539
2026/09/19 23:42:09.716, 1, 384.07, 92, 68, 2760, 75497
2026/09/19 23:42:10.716, 0, 396.92, 99, 65, 2730, 76539
2026/09/19 23:42:10.717, 1, 385.41, 92, 67, 2760, 75497
2026/09/19 23:42:11.717, 0, 384.69, 99, 65, 2767, 76539
2026/09/19 23:42:11.717, 1, 373.10, 92, 67, 2782, 75497
2026/09/19 23:42:12.717, 0, 296.75, 0, 59, 2797, 76539
2026/09/19 23:42:12.717, 1, 278.96, 0, 61, 2865, 75497
2026/09/19 23:42:13.717, 0, 131.43, 0, 58, 2835, 77115
2026/09/19 23:42:13.717, 1, 120.29, 0, 60, 2865, 76072
2026/09/19 23:42:14.717, 0, 130.29, 0, 58, 2835, 77115
2026/09/19 23:42:14.718, 1, 120.14, 0, 60, 2865, 76072
2026/09/19 23:42:15.718, 0, 111.85, 0, 57, 2610, 77115
2026/09/19 23:42:15.718, 1, 94.75, 0, 59, 2610, 76072
2026/09/19 23:42:16.718, 0, 109.25, 0, 57, 2610, 77115
2026/09/19 23:42:16.718, 1, 94.31, 0, 58, 2610, 76072
2026/09/19 23:42:17.718, 0, 107.86, 0, 56, 2625, 77115
2026/09/19 23:42:17.718, 1, 94.94, 0, 58, 2625, 76072
2026/09/19 23:42:18.718, 0, 107.28, 0, 56, 2610, 77115
2026/09/19 23:42:18.719, 1, 95.17, 0, 57, 2610, 76072
2026/09/19 23:42:19.719, 0, 105.77, 0, 55, 2610, 77115
2026/09/19 23:42:19.719, 1, 92.95, 0, 57, 2610, 76072
2026/09/19 23:42:20.719, 0, 176.67, 99, 62, 2692, 76539
2026/09/19 23:42:20.719, 1, 174.61, 99, 63, 2767, 75497
2026/09/19 23:42:21.719, 0, 332.81, 86, 61, 2797, 76539
2026/09/19 23:42:21.719, 1, 312.95, 92, 63, 2835, 75497
2026/09/19 23:42:22.719, 0, 373.59, 99, 61, 2730, 76539
2026/09/19 23:42:22.720, 1, 351.25, 53, 62, 2775, 75497
2026/09/19 23:42:23.720, 0, 279.51, 61, 60, 2805, 76539
2026/09/19 23:42:23.720, 1, 226.70, 67, 61, 2850, 75497
2026/09/19 23:42:24.720, 0, 323.93, 99, 62, 2745, 76539
2026/09/19 23:42:24.720, 1, 287.62, 78, 62, 2767, 75497
2026/09/19 23:42:25.720, 0, 347.70, 70, 63, 2782, 76539
2026/09/19 23:42:25.720, 1, 336.91, 99, 64, 2827, 75497
2026/09/19 23:42:26.720, 0, 360.65, 99, 61, 2737, 76539
2026/09/19 23:42:26.720, 1, 342.61, 86, 62, 2767, 75497
2026/09/19 23:42:27.720, 0, 369.08, 92, 63, 2737, 76539
2026/09/19 23:42:27.721, 1, 349.86, 91, 65, 2767, 75497
2026/09/19 23:42:28.721, 0, 350.77, 79, 61, 2760, 76539
2026/09/19 23:42:28.721, 1, 328.97, 66, 64, 2782, 75497
2026/09/19 23:42:29.721, 0, 372.33, 99, 63, 2730, 76539
2026/09/19 23:42:29.721, 1, 363.74, 92, 65, 2767, 75497
2026/09/19 23:42:30.721, 0, 307.57, 79, 61, 2805, 76539
2026/09/19 23:42:30.721, 1, 259.21, 76, 61, 2850, 75497
2026/09/19 23:42:31.721, 0, 298.84, 77, 63, 2805, 76539
2026/09/19 23:42:31.721, 1, 258.16, 92, 64, 2842, 75497
2026/09/19 23:42:32.721, 0, 358.09, 91, 61, 2722, 76539
2026/09/19 23:42:32.721, 1, 341.18, 76, 64, 2775, 75497
2026/09/19 23:42:33.722, 0, 361.84, 99, 64, 2805, 76539
2026/09/19 23:42:33.722, 1, 349.08, 92, 65, 2805, 75497
2026/09/19 23:42:34.722, 0, 361.35, 92, 63, 2745, 76539
2026/09/19 23:42:34.722, 1, 344.26, 99, 65, 2775, 75497
2026/09/19 23:42:35.722, 0, 362.53, 61, 63, 2745, 76539
2026/09/19 23:42:35.722, 1, 343.93, 99, 64, 2827, 75497
2026/09/19 23:42:36.722, 0, 358.41, 92, 63, 2737, 76539
2026/09/19 23:42:36.722, 1, 349.14, 91, 65, 2767, 75497
2026/09/19 23:42:37.722, 0, 327.95, 79, 62, 2805, 76539
2026/09/19 23:42:37.723, 1, 290.32, 55, 62, 2842, 75497
2026/09/19 23:42:38.723, 0, 283.86, 62, 61, 2805, 76539
2026/09/19 23:42:38.723, 1, 230.48, 56, 62, 2850, 75497
2026/09/19 23:42:39.723, 0, 357.48, 99, 63, 2797, 76539
2026/09/19 23:42:39.723, 1, 336.72, 92, 65, 2797, 75497
2026/09/19 23:42:40.723, 0, 354.73, 74, 63, 2722, 76539
2026/09/19 23:42:40.723, 1, 336.27, 67, 64, 2782, 75497
2026/09/19 23:42:41.723, 0, 356.65, 99, 63, 2797, 76539
2026/09/19 23:42:41.723, 1, 347.94, 99, 65, 2812, 75497
2026/09/19 23:42:42.724, 0, 381.39, 99, 64, 2730, 76539
2026/09/19 23:42:42.724, 1, 364.49, 72, 63, 2760, 75497
2026/09/19 23:42:43.724, 0, 342.69, 92, 64, 2790, 76539
2026/09/19 23:42:43.724, 1, 329.60, 99, 65, 2805, 75497
2026/09/19 23:42:44.724, 0, 357.46, 65, 62, 2745, 76539
2026/09/19 23:42:44.724, 1, 325.32, 57, 62, 2820, 75497
2026/09/19 23:42:45.724, 0, 284.40, 61, 61, 2805, 76539
2026/09/19 23:42:45.724, 1, 233.60, 61, 62, 2850, 75497
2026/09/19 23:42:46.724, 0, 332.62, 69, 62, 2737, 76539
2026/09/19 23:42:46.724, 1, 308.68, 85, 65, 2812, 75497
2026/09/19 23:42:47.724, 0, 371.24, 92, 64, 2745, 76539
2026/09/19 23:42:47.724, 1, 353.98, 78, 66, 2767, 75497
2026/09/19 23:42:48.725, 0, 346.58, 70, 63, 2760, 76539
2026/09/19 23:42:48.725, 1, 335.22, 99, 64, 2827, 75497
2026/09/19 23:42:49.725, 0, 383.04, 99, 64, 2730, 76539
2026/09/19 23:42:49.725, 1, 374.89, 92, 66, 2767, 75497
2026/09/19 23:42:50.725, 0, 351.98, 99, 63, 2797, 76539
2026/09/19 23:42:50.725, 1, 338.17, 92, 65, 2820, 75497
2026/09/19 23:42:51.725, 0, 367.35, 91, 62, 2722, 76539
2026/09/19 23:42:51.726, 1, 341.48, 57, 63, 2782, 75497
2026/09/19 23:42:52.726, 0, 283.62, 73, 62, 2805, 76539
2026/09/19 23:42:52.726, 1, 232.26, 55, 62, 2842, 75497
2026/09/19 23:42:53.726, 0, 321.85, 94, 62, 2722, 76539
2026/09/19 23:42:53.726, 1, 291.04, 74, 64, 2775, 75497
2026/09/19 23:42:54.726, 0, 358.88, 99, 63, 2805, 76539
2026/09/19 23:42:54.726, 1, 352.75, 92, 66, 2805, 75497
2026/09/19 23:42:55.726, 0, 354.85, 78, 62, 2715, 76539
2026/09/19 23:42:55.726, 1, 343.57, 69, 64, 2775, 75497
2026/09/19 23:42:56.727, 0, 376.17, 99, 63, 2722, 76539
2026/09/19 23:42:56.727, 1, 365.83, 98, 65, 2767, 75497
2026/09/19 23:42:57.727, 0, 349.61, 84, 63, 2745, 76539
2026/09/19 23:42:57.727, 1, 319.48, 75, 65, 2790, 75497
2026/09/19 23:42:58.727, 0, 376.17, 92, 64, 2715, 76539
2026/09/19 23:42:58.727, 1, 365.34, 99, 66, 2775, 75497
2026/09/19 23:42:59.727, 0, 291.05, 61, 61, 2805, 76539
2026/09/19 23:42:59.727, 1, 248.54, 55, 62, 2850, 75497
2026/09/19 23:43:00.728, 0, 313.89, 99, 63, 2797, 76539
2026/09/19 23:43:00.728, 1, 275.47, 100, 65, 2797, 75497
2026/09/19 23:43:01.728, 0, 354.27, 78, 63, 2730, 76539
2026/09/19 23:43:01.728, 1, 335.83, 68, 65, 2782, 75497
2026/09/19 23:43:02.728, 0, 368.83, 92, 64, 2767, 76539
2026/09/19 23:43:02.728, 1, 356.40, 99, 66, 2782, 75497
2026/09/19 23:43:03.728, 0, 359.19, 99, 64, 2730, 76539
2026/09/19 23:43:03.729, 1, 349.47, 92, 66, 2767, 75497
2026/09/19 23:43:04.729, 0, 387.11, 87, 64, 2797, 76539
2026/09/19 23:43:04.729, 1, 315.88, 79, 66, 2827, 75497
2026/09/19 23:43:05.729, 0, 359.76, 99, 64, 2715, 76539
2026/09/19 23:43:05.729, 1, 353.06, 99, 66, 2775, 75497
2026/09/19 23:43:06.729, 0, 323.42, 60, 62, 2805, 76539
2026/09/19 23:43:06.729, 1, 271.82, 80, 63, 2835, 75497
2026/09/19 23:43:07.729, 0, 286.31, 74, 62, 2805, 76539
2026/09/19 23:43:07.729, 1, 239.07, 73, 62, 2850, 75497
2026/09/19 23:43:08.730, 0, 370.97, 92, 64, 2752, 76539
2026/09/19 23:43:08.730, 1, 353.15, 95, 65, 2775, 75497
2026/09/19 23:43:09.730, 0, 348.30, 68, 64, 2737, 76539
2026/09/19 23:43:09.730, 1, 335.88, 99, 65, 2820, 75497
2026/09/19 23:43:10.730, 0, 360.74, 92, 64, 2775, 76539
2026/09/19 23:43:10.730, 1, 346.08, 91, 66, 2790, 75497
2026/09/19 23:43:11.730, 0, 370.96, 77, 63, 2707, 76539
2026/09/19 23:43:11.731, 1, 349.79, 56, 63, 2782, 75497
2026/09/19 23:43:12.731, 0, 346.34, 99, 64, 2767, 76539
2026/09/19 23:43:12.731, 1, 332.70, 92, 66, 2775, 75497
2026/09/19 23:43:13.731, 0, 346.60, 82, 63, 2790, 76539
2026/09/19 23:43:13.731, 1, 309.99, 71, 63, 2835, 75497
2026/09/19 23:43:14.731, 0, 286.06, 82, 62, 2805, 76539
2026/09/19 23:43:14.731, 1, 230.17, 53, 62, 2842, 75497
2026/09/19 23:43:15.731, 0, 338.08, 68, 64, 2752, 76539
2026/09/19 23:43:15.731, 1, 316.75, 99, 65, 2827, 75497
2026/09/19 23:43:16.731, 0, 363.53, 99, 64, 2737, 76539
2026/09/19 23:43:16.732, 1, 345.02, 76, 64, 2760, 75497
2026/09/19 23:43:17.732, 0, 344.17, 75, 64, 2782, 76539
2026/09/19 23:43:17.732, 1, 330.43, 99, 65, 2827, 75497
2026/09/19 23:43:18.732, 0, 388.18, 99, 65, 2722, 76539
2026/09/19 23:43:18.732, 1, 377.62, 99, 66, 2767, 75497
2026/09/19 23:43:19.732, 0, 340.64, 99, 64, 2797, 76539
2026/09/19 23:43:19.732, 1, 311.86, 92, 65, 2827, 75497
2026/09/19 23:43:20.732, 0, 372.43, 68, 63, 2722, 76539
2026/09/19 23:43:20.733, 1, 351.34, 57, 63, 2775, 75497
2026/09/19 23:43:21.733, 0, 284.13, 82, 62, 2805, 76539
2026/09/19 23:43:21.733, 1, 231.02, 58, 63, 2850, 75497
2026/09/19 23:43:22.733, 0, 327.52, 78, 62, 2722, 76539
2026/09/19 23:43:22.733, 1, 293.05, 84, 63, 2767, 75497
2026/09/19 23:43:23.733, 0, 351.60, 99, 65, 2797, 76539
2026/09/19 23:43:23.733, 1, 341.02, 92, 66, 2820, 75497
2026/09/19 23:43:24.733, 0, 356.53, 82, 63, 2715, 76539
2026/09/19 23:43:24.734, 1, 341.48, 66, 65, 2775, 75497
2026/09/19 23:43:25.734, 0, 365.23, 92, 65, 2730, 76539
2026/09/19 23:43:25.734, 1, 360.55, 91, 66, 2767, 75497
2026/09/19 23:43:26.734, 0, 350.22, 67, 63, 2745, 76539
2026/09/19 23:43:26.734, 1, 327.61, 67, 65, 2782, 75497
2026/09/19 23:43:27.734, 0, 375.08, 92, 65, 2715, 76539
2026/09/19 23:43:27.734, 1, 367.84, 99, 66, 2775, 75497
2026/09/19 23:43:28.735, 0, 307.24, 83, 63, 2797, 76539
2026/09/19 23:43:28.735, 1, 257.81, 74, 63, 2835, 75497
2026/09/19 23:43:29.735, 0, 314.10, 92, 65, 2797, 76539
2026/09/19 23:43:29.735, 1, 271.21, 92, 66, 2812, 75497
2026/09/19 23:43:30.735, 0, 356.44, 69, 64, 2722, 76539
2026/09/19 23:43:30.735, 1, 337.49, 68, 65, 2775, 75497
2026/09/19 23:43:31.735, 0, 369.87, 97, 65, 2767, 76539
2026/09/19 23:43:31.735, 1, 356.77, 99, 66, 2782, 75497
2026/09/19 23:43:32.736, 0, 363.82, 92, 65, 2730, 76539
2026/09/19 23:43:32.736, 1, 347.73, 92, 64, 2767, 75497
2026/09/19 23:43:33.736, 0, 368.10, 99, 65, 2782, 76539
2026/09/19 23:43:33.736, 1, 346.57, 89, 65, 2827, 75497
2026/09/19 23:43:34.736, 0, 362.62, 92, 65, 2715, 76539
2026/09/19 23:43:34.736, 1, 350.71, 99, 66, 2767, 75497
2026/09/19 23:43:35.736, 0, 323.16, 80, 63, 2790, 76539
2026/09/19 23:43:35.736, 1, 275.98, 79, 63, 2835, 75497
2026/09/19 23:43:36.737, 0, 290.28, 63, 63, 2797, 76539
2026/09/19 23:43:36.737, 1, 241.98, 80, 64, 2850, 75497
2026/09/19 23:43:37.737, 0, 371.78, 99, 65, 2737, 76539
2026/09/19 23:43:37.737, 1, 352.91, 81, 66, 2767, 75497
2026/09/19 23:43:38.737, 0, 349.33, 85, 65, 2745, 76539
2026/09/19 23:43:38.737, 1, 340.26, 99, 66, 2820, 75497
2026/09/19 23:43:39.737, 0, 363.80, 99, 64, 2782, 76539
2026/09/19 23:43:39.737, 1, 352.19, 92, 65, 2782, 75497
2026/09/19 23:43:40.738, 0, 370.14, 65, 63, 2715, 76539
2026/09/19 23:43:40.738, 1, 345.15, 54, 63, 2782, 75497
2026/09/19 23:43:41.738, 0, 354.41, 92, 63, 2760, 76539
2026/09/19 23:43:41.738, 1, 344.79, 97, 66, 2775, 75497
2026/09/19 23:43:42.738, 0, 350.26, 70, 63, 2782, 76539
2026/09/19 23:43:42.738, 1, 309.74, 80, 63, 2835, 75497
2026/09/19 23:43:43.738, 0, 286.81, 62, 63, 2805, 76539
2026/09/19 23:43:43.738, 1, 231.68, 69, 63, 2842, 75497
2026/09/19 23:43:44.739, 0, 341.98, 99, 64, 2775, 76539
2026/09/19 23:43:44.739, 1, 330.86, 99, 66, 2827, 75497
2026/09/19 23:43:45.739, 0, 358.94, 78, 62, 2722, 76539
2026/09/19 23:43:45.739, 1, 342.26, 82, 65, 2767, 75497
2026/09/19 23:43:46.739, 0, 343.91, 99, 64, 2797, 76539
